sim_id,year_1,year_2
0,0.052863968380306686,0.042413614625101466
1,-0.05045483875978517,-0.08296368035457874
2,-5.8338600625194406e-05,-0.010248523690522197
3,-0.10338315238127574,-0.05509488366834008
4,0.02344835378555335,0.11196063535886654
5,0.004842037492388549,-0.03719091389142518
6,-0.011679526504085241,0.007461879601311705
7,-0.04962330899281994,0.02692700917244224
8,0.06692223099929095,0.005262864003230632
9,0.06719771983644916,0.03592628127818669
10,0.0634970250320656,0.04812106459312323
11,-0.09028939417877037,-0.02844027685948375
12,0.020907862155915197,-0.028446372447748804
13,0.017461980216704025,-0.027010873579979045
14,0.09456087618775416,0.1442680668719345
15,-0.005133491311685329,0.04220342435102671
16,0.09849201751450516,0.01685672166555747
17,-0.0004640594308981007,0.06575677282832645
18,-0.011378475219155786,-0.0810228182142374
19,0.10692926466615334,0.052818503065756854
20,-0.009936918659731264,0.029728891762537946
21,-0.08889000711334612,0.008442502072560752
22,-0.028446372447748804,0.012365818491159804
23,0.02740464613057831,-0.022181734731348293
24,-0.0063949693526819855,-0.02155405246506647
25,0.07633428797990718,-0.04962330899281994
26,-0.011346396815389154,0.00966076592308283
27,-0.02942832466642877,0.03845109691278335
28,0.0010835265497321734,0.030169365189279703
29,0.040829540244036434,-0.015009469703147637
30,0.11178376376371055,0.23686636505316352
31,0.05102624206575158,0.020933622671211866
32,-0.12253989570409915,-0.07290450683104488
33,-0.09492778842213713,0.014249098444838066
34,0.04028733948383551,-0.045389581123573476
35,0.04237123697766942,0.034037086276389676
36,0.01041279437881343,0.046225217964285595
37,-0.04056938058421847,-0.005637525045480252
38,-0.013754734367317636,-0.007547991372525836
39,-0.0162462464960763,0.06081204173790412
40,0.24334785007519066,0.03483200682607578
41,-0.04677990554653519,-0.06866753903744134
42,0.04490965294620502,-0.04938033602649569
43,0.07772641030097946,0.031176078979686366
44,0.05750007864095875,0.029486966374752895
45,0.026508189548699945,0.06438663738759
46,0.04154225173810074,-0.06581065085683803
47,-0.07716690882936779,0.05481731158778569
48,-0.005133491311685329,0.04220342435102671
49,0.0049317270532911505,0.007477942352647772
50,0.003923268694962706,-0.013534918400980867
51,0.00906408850801866,-0.017449686457939966
52,0.1784795106950509,0.17095955027704018
53,0.023597433850476822,-0.022856495367242196
54,-0.045389581123573476,-0.05750531694245116
55,0.04248574632216505,0.02403911798411785
56,-0.0489350186692615,-0.06482928669907931
57,0.10133919983596766,0.039463226707756656
58,0.04800823393719242,-0.02996308879641303
59,0.07462004907188186,0.07988536334400807
60,-0.062258592534061,-0.011200022754991325
61,0.026650294369621963,0.05023086249500809
62,0.002721033292247158,-0.005133491311685329
63,-0.011513472180371801,0.03614906441302523
64,0.025144494961714538,-0.03647529900603461
65,-0.007547991372525836,-0.004042477083777581
66,-0.01928682094180781,-0.02094376794236849
