sim_id,year_1,year_2,year_3
0,0.3400130441540978,0.04333727706415184,0.1220174870673977
1,0.31975427944996887,0.03981403283697342,0.001220357624790931
2,0.27640262933912124,0.47201011607596016,-0.28281767262770263
3,0.08617134357782268,0.07831120315928315,-0.036381717160680845
4,0.3101946871467882,-0.28839440285915124,-0.49163582428543307
5,0.23046833214655307,-0.04177403759466122,-0.30418711666720355
6,0.2723849429441483,0.0383714803928995,-0.0341945571464552
7,0.11239773235496053,0.018992549323993312,0.15967623071216216
8,0.21910904649794555,0.1093603113504988,0.29244900495504983
9,0.056999667600075014,-0.22417062275129002,0.3807558613147009
10,0.005683677347195281,-0.1564723056670849,0.5746193857681196
11,-0.41024474767980984,0.10116232101975607,-0.017998435792932244
12,0.06255089963037826,0.14128623717498243,0.16458087537784533
13,0.5746193857681196,0.11730632153435483,0.11996356155954901
14,-0.3468342009386645,-0.2833807162011421,-0.49163582428543307
15,0.07004406608160774,0.05316462727074893,0.5077589261353112
16,-0.06664940695669395,0.2587212667043487,-0.14639799594510308
17,-0.03348926380060616,0.3121144711635626,0.49930541624730584
18,-0.08417891571780703,-0.19567178073345584,0.048418260223786674
19,-0.05078018175580146,0.2269836513911627,0.21109509114465294
20,0.14901686786802,0.06131121467129291,0.20880832158794416
21,0.21781015800967046,0.10304113458430038,0.07360110385407279
22,0.14128623717498243,0.16458087537784533,0.23046833214655307
23,0.1900673974285291,0.14118158550631343,0.064420931619945
24,0.3873237836404128,0.14370153652087095,-0.06519178307126122
25,0.2477901823414091,0.11239773235496053,0.14034718129468007
26,-0.025839607220092212,0.12045898537141242,0.3658137801403437
27,0.08872221642612875,-0.03338956960717739,0.31626446930358326
28,0.30312930109054054,-0.01628559255808749,0.22344916562290068
29,0.19762225597500324,0.2117993535166189,0.07241198467246238
30,0.10981308189934724,0.4255352370150269,0.25980627869946177
31,0.07443711931806851,0.2013810585084282,0.16537104813962505
32,-0.10720510281794955,-0.06988782529844882,-0.029810975371668404
33,-0.10502185721591453,0.16212723952415709,0.18608502378751038
34,0.09892670391507088,0.19799846171187263,0.08817550672737952
35,-0.030744876890875142,0.03995236746348638,0.27685820958904017
36,0.023224159920207973,0.3484169306665826,0.38464041570040863
37,0.10581675702611819,0.21836952852283753,-0.1975496083240688
38,0.2633311473581775,0.2243299273245574,0.09929767896570325
39,0.10221199436568572,0.11086305524430831,0.5085612625617385
40,0.12079119269608964,0.2824571418874076,0.04509906066466046
41,-0.03126694167154654,-0.2895737635617525,0.11571104830416722
42,0.21026955100633232,0.3594575830872452,0.10738292971034552
43,-0.06519178307126122,0.31264062742987014,-0.10219671826133284
44,0.10912076590162222,0.08387223257892588,0.007282743814128762
45,0.27501372788438055,0.20689829639105578,-0.18868606439129984
46,0.23244847910803215,0.3923522683435107,0.06574911402424904
47,0.010747444669999833,-0.04684048839730427,0.3445276958741689
48,0.07004406608160774,0.05316462727074893,0.5077589261353112
49,0.15948649245452387,-0.038225245979315856,0.12200883569907046
50,0.019828243580542443,0.21838582797646872,-0.026929355196783866
51,0.16902824950534565,0.24383857054727498,0.12692743882989452
52,0.2086211161338412,0.3854280947760623,0.3481189339598148
53,-0.03419642558318104,0.22503561746781034,0.23051347462592298
54,0.19799846171187263,0.013227651370909756,0.11712542482710067
55,0.28875087664909865,0.14815850872667752,0.16282803887473282
56,0.27546427786962585,0.061031905252357535,0.05848757429557536
57,0.18668007377330023,0.005169852410660244,-0.04538704312831413
58,-0.17611053221229445,0.532684865743833,0.11982048966670107
59,-0.46653684425022923,0.1554728609437766,0.24264684577496107
60,0.23355982518621926,0.029024701733186827,-0.023190079283785647
61,-0.20577899822194573,0.20485280725032834,0.5710140729030543
62,0.1452137764050096,0.07004406608160774,0.05316462727074893
63,0.09562393978438231,0.14760436881813735,-0.17392707701365767
64,0.651068744545621,0.17517207832310983,-0.2837244130358797
65,0.2243299273245574,0.09929767896570325,-0.05055300144419804
66,0.13099896506810524,0.14083053914836333,-0.02431958698577717
67,0.07187542666856812,0.09364824897947188,0.26063328665288116
68,0.6145468467126224,0.182811459615623,-0.27451396654390714
69,-0.09945040258569912,0.46110913685599997,0.03434420395290914
70,0.2477901823414091,0.11239773235496053,0.12234390728662362
71,0.11596495767376316,0.23218720665753584,0.05513546681446052
72,-0.04093780864936718,0.22340053763778864,0.17654672439733954
73,0.39656667760254666,0.1769134251815794,0.22703433970754183
74,0.4555579162737879,0.2548365919253234,0.47495421114848513
75,0.21026955100633232,0.3594575830872452,0.10738292971034552
76,-0.25067496534820216,-0.33049876626994434,-0.49479408873313274
77,0.22503561746781034,0.23051347462592298,-0.2674087357689618
78,0.2011047102573123,-0.05911225422027029,0.1470775585761181
79,0.04163234839464616,-0.09945040258569912,0.46110913685599997
80,-0.0730539224471404,-0.3276340921767554,-0.560709760652686
81,0.07008561531728158,-0.12319514448977624,-0.06574295470794776
82,0.18036848701180638,0.07863672787339265,0.1509781412018274
83,0.17400369564042703,-0.09436305739060516,0.33469231135482114
84,-0.0481804193300597,0.36496510358983475,0.12494821353405587
85,0.09510515726720949,-0.09945040258569912,0.46110913685599997
86,-0.1161805714536689,-0.04633283163100682,0.2136761375202918
87,0.10762942390301436,0.4252746605696237,0.019519458325689406
88,-0.2688525390751869,-0.24400340835220752,-0.49479408873313274
89,-0.4410086830701572,0.20521445648280787,-0.014671795939834496
90,0.29244900495504983,0.07156915212888351,0.03981403283697342
91,-0.18868606439129984,0.1938649078891614,0.11596495767376316
92,-0.010932433981683438,-0.28281767262770263,-0.0037568732807429827
93,-0.535203756815677,-0.18224044766622266,1.631133135384752
94,-0.2688525390751869,-0.23497703259441213,-0.6818950630676603
95,0.08651782774696389,0.27957828264201523,0.07241198467246238
96,-0.10219671826133284,0.20037398764353218,0.20497716776757982
97,0.1509781412018274,0.21715120410033667,-0.11088653938316373
98,0.10901691378591169,-0.06287418633695564,0.020789453641837097
99,-0.02687598372737332,-0.021651786553036286,0.12079119269608964
100,0.21507230996456794,-0.11110494277211024,0.3924486791878392
101,0.2269899149422962,0.1513353793055481,0.1525483543928927
102,0.3099970298175544,0.471489611372563,-0.22685151173680398
103,0.1459981126354451,-0.09139857051369302,0.3563536013904831
104,0.21715120410033667,-0.11088653938316373,-0.3298778796407805
105,0.1970317131241627,0.21112320288276687,-0.053256080531068464
106,0.07425954369573716,0.1967581543584978,0.11716303057832608
