sim_id,year_1,year_2,year_3,year_4
0,0.052863968380306686,0.042413614625101466,-0.009200394809037693,0.004299657044073789
1,-0.05045483875978517,-0.08296368035457874,-0.12481355296141478,0.2341697026224454
2,-5.8338600625194406e-05,-0.010248523690522197,-0.15567643467981396,-0.05578242451271492
3,-0.10338315238127574,-0.05509488366834008,0.011611238192971548,0.23950488532678857
4,0.02344835378555335,0.11196063535886654,0.09036745043547073,0.20817411967213192
5,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198
6,-0.011679526504085241,0.007461879601311705,0.0031790701162829277,-0.004489316240323887
7,-0.04962330899281994,0.02692700917244224,-0.019069577522530502,-0.059344447409009064
8,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256
9,0.06719771983644916,0.03592628127818669,0.041034435089818105,0.012210156230299331
10,0.0634970250320656,0.04812106459312323,0.017461980216704025,-0.027010873579979045
11,-0.09028939417877037,-0.02844027685948375,-0.08772596864057779,-0.042448068992912216
12,0.020907862155915197,-0.028446372447748804,0.012365818491159804,0.004842037492388549
13,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348
14,0.09456087618775416,0.1442680668719345,0.09036745043547073,0.20817411967213192
15,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466
16,0.09849201751450516,0.01685672166555747,0.025860773477762753,0.01870527823515234
17,-0.0004640594308981007,0.06575677282832645,-0.014169577538660988,-0.017246124246697962
18,-0.011378475219155786,-0.0810228182142374,0.005199332304599804,0.03239325159703908
19,0.10692926466615334,0.052818503065756854,0.01695484128659917,-0.037715375123555536
20,-0.009936918659731264,0.029728891762537946,0.04405507131998533,0.036452961892731166
21,-0.08889000711334612,0.008442502072560752,-0.03322227229726265,0.06547859457587751
22,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518
23,0.02740464613057831,-0.022181734731348293,0.03302551187024177,-0.033401786587522055
24,-0.0063949693526819855,-0.02155405246506647,0.07772641030097946,0.031176078979686366
25,0.07633428797990718,-0.04962330899281994,-0.05073514033788832,-0.081205586329834
26,-0.011346396815389154,0.00966076592308283,-0.015260808365570344,-0.07311732007286383
27,-0.02942832466642877,0.03845109691278335,0.012275326094953992,0.10652074418392923
28,0.0010835265497321734,0.030169365189279703,0.05954689270225735,0.02699928247404044
29,0.040829540244036434,-0.015009469703147637,-0.0033481605894797144,0.012649918105789538
30,0.11178376376371055,0.23686636505316352,0.05075880985350582,0.02759643671691845
31,0.05102624206575158,0.020933622671211866,0.04590908523343384,0.05961348252391238
32,-0.12253989570409915,-0.07290450683104488,0.058365230668770134,-0.013287997462302109
33,-0.09492778842213713,0.014249098444838066,0.013552328782214544,0.016249939377331123
34,0.04028733948383551,-0.045389581123573476,-0.043472820294300434,-0.03166469678688542
35,0.04237123697766942,0.034037086276389676,-0.049407531129056194,-0.1434132833015306
36,0.01041279437881343,0.046225217964285595,-0.0034178765959546687,-0.02871232318376256
37,-0.04056938058421847,-0.005637525045480252,-0.025838511639785726,0.11886890957762948
38,-0.013754734367317636,-0.007547991372525836,-0.004042477083777581,0.020435228983264355
39,-0.0162462464960763,0.06081204173790412,0.0012446836373436378,-0.007829901167596347
40,0.24334785007519066,0.03483200682607578,0.09687186759712554,0.15927582686149339
41,-0.04677990554653519,-0.06866753903744134,0.010675079839919726,0.04982300929955519
42,0.04490965294620502,-0.04938033602649569,-0.05318883424782888,0.008718766633751039
43,0.07772641030097946,0.031176078979686366,0.03779158738155633,0.00851847444375363
44,0.05750007864095875,0.029486966374752895,0.008080301731063687,0.06736312926851827
45,0.026508189548699945,0.06438663738759,0.022578594132397916,0.09140733834896966
46,0.04154225173810074,-0.06581065085683803,-0.03651943588496546,0.008475104952900851
47,-0.07716690882936779,0.05481731158778569,-0.005529137560678465,-0.06566738679306296
48,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466
49,0.0049317270532911505,0.007477942352647772,0.006612771198706547,-0.010420765207966178
50,0.003923268694962706,-0.013534918400980867,-0.026853141604926915,0.03177406639494155
51,0.00906408850801866,-0.017449686457939966,0.03195651403544279,0.032987146810026395
52,0.1784795106950509,0.17095955027704018,-0.011320186630305316,0.05327822497532394
53,0.023597433850476822,-0.022856495367242196,-0.004517566543534055,-0.07031992292326242
54,-0.045389581123573476,-0.05750531694245116,0.017527314762775668,0.028274969972201847
55,0.04248574632216505,0.02403911798411785,-0.0006670782883442124,0.03209308509343252
56,-0.0489350186692615,-0.06482928669907931,-0.08472219196931578,-0.10825506337615295
57,0.10133919983596766,0.039463226707756656,0.037833419266079034,-0.08240092046298034
58,0.04800823393719242,-0.02996308879641303,-0.020846727225749255,0.10256063737013693
59,0.07462004907188186,0.07988536334400807,0.018118850213676558,0.0025336243002390554
60,-0.062258592534061,-0.011200022754991325,0.017044371176663856,0.04724433085543002
61,0.026650294369621963,0.05023086249500809,0.021330709658760057,-0.03037192734020063
62,0.002721033292247158,-0.005133491311685329,0.04220342435102671,0.00888128311780124
63,-0.011513472180371801,0.03614906441302523,0.005747103245119043,0.07395787540543002
64,0.025144494961714538,-0.03647529900603461,0.09314832120171126,0.0720908090417364
65,-0.007547991372525836,-0.004042477083777581,0.020435228983264355,0.006297766455834597
66,-0.01928682094180781,-0.02094376794236849,0.013055502677213972,0.03913718739332794
67,0.023175625805814403,-0.03553245916052851,0.02849595128758009,0.006364926000034128
68,0.016226096778767064,-0.03269455800362337,0.09547372235376145,0.07520625932878826
69,0.01998665997633142,-0.031082690526254893,0.002430625486315612,0.060347406176913226
70,0.07633428797990718,-0.04962330899281994,-0.022169872968913627,-0.05821588772622714
71,0.044948861138336606,0.050512162209031305,-0.029910882190410843,0.09395215948939031
72,-0.026074719040020927,0.0927671693931366,0.010791209501792631,0.06260025505551696
73,0.0014569153378469603,0.018166813643522718,-0.001341686963325277,0.0033751049213474834
74,0.16445608965141556,0.020530801045690356,-0.042678964071087205,0.023634010206012964
75,0.04490965294620502,-0.04938033602649569,-0.05318883424782888,0.008718766633751039
76,0.1315825200212921,0.1367068347800229,0.1311532579188743,0.11131571440938633
77,-0.022856495367242196,-0.004517566543534055,-0.07031992292326242,0.12512951565687028
78,0.061907521205541424,0.04354140256395621,-0.0011521168442352808,0.06996550155243682
79,-0.020431440671730198,0.01998665997633142,-0.031082690526254893,0.002430625486315612
80,0.09381664737022734,0.14083582185004723,0.09874539105052259,0.1980595960206749
81,0.02517833335626331,0.09044619152700702,0.05268977902213795,0.02176619879236522
82,-0.01475725902830638,-0.02035423008061721,-0.027893117321920374,0.02639861893020655
83,0.015126061979743104,-0.02792503850162619,0.004381774557754737,0.01639230386462114
84,0.007974038851990953,-0.00072590316482399,-0.0032982567368964053,-0.03826419835710366
85,0.0897037047873954,0.01998665997633142,-0.031082690526254893,0.002430625486315612
86,-0.1218280230092854,-0.038618769215352976,0.0017344377427880998,0.0383700697461459
87,0.13145744601978232,0.09853586021489504,-0.04624443418091701,0.07546919914540791
88,0.10652074418392923,0.14332260116698015,0.1311532579188743,0.11131571440938633
89,-0.005346549189384994,0.08806943722472424,0.029232018333804663,0.012649918105789538
90,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478
91,0.022578594132397916,0.09140733834896966,0.044948861138336606,0.050512162209031305
92,0.056233847737528125,-0.15567643467981396,-0.05578242451271492,0.0027414211450370565
93,0.09511245755734427,0.19460797607474095,-0.008248630740864026,0.06208251319461728
94,0.10652074418392923,0.15471591201636187,0.1195536119516561,0.16077321134488992
95,0.002021835830374982,-0.0018427708801756102,-0.0033481605894797144,0.012649918105789538
96,0.03779158738155633,0.00851847444375363,0.021435570978467603,0.015126061979743104
97,-0.027893117321920374,0.02639861893020655,0.029078939581978474,0.06331349843036885
98,-0.029534921581718058,0.02709928010278606,0.055970802408372225,-0.026072889377660884
99,-0.030094690370443412,0.004887389884845521,0.24334785007519066,0.03483200682607578
100,-0.00887580242302415,0.011878759963531013,-0.01970843724354158,-0.001764216062209568
101,0.007822680867767927,0.03141904600384711,-0.014865073275704896,0.037043997380734404
102,-0.004922972172201207,-0.0002762711550266936,-0.1449848810164573,-0.07282663330833591
103,0.01081979999768568,-0.02994043999248146,0.00732898516381754,0.02039034568448307
104,0.02639861893020655,0.029078939581978474,0.06331349843036885,0.03112869326451413
105,0.06679229388045187,0.03227390694017979,-0.0162359438464235,-0.09028939417877037
106,0.08976295191255872,0.042288990324287054,-0.009681890320329786,0.05112307606913304
107,-0.014210233821178028,0.05595520268387419,0.017269539927308293,-0.035612895278368584
108,0.07502408584230007,0.06667213500753454,0.06959588102455792,-0.009936918659731264
109,-0.01922870684246713,0.02517833335626331,0.09044619152700702,0.05268977902213795
110,-0.08889000711334612,0.008442502072560752,-0.03322227229726265,0.06547859457587751
111,0.011257117079635537,0.009885871632892783,0.013450894429110424,0.02415492521826854
112,0.016940676610758692,0.02902295906132065,-0.008191109106544123,0.0900989218150235
113,0.002996970439633211,0.07365042419861502,0.05846382627014092,0.06370946940140053
114,0.08978943009235238,0.18811433798098445,0.09021814789768995,0.19038427574162717
115,0.0017344377427880998,0.025810595499099868,0.07819459062322921,0.044448562392878324
116,-0.00496676521662024,-0.11399169447086158,-0.051075149006804765,-0.0021335904868741654
117,0.07633428797990718,-0.04962330899281994,-0.05073514033788832,-0.081205586329834
118,0.0313435380150615,-0.012788132184603986,0.023597433850476822,-0.022856495367242196
119,0.0025336243002390554,-0.10033392389766944,-0.06031508786027079,0.01974060520282703
120,0.0246433542126176,0.08014730302853963,0.0551352858496667,0.020204766968143936
121,0.009028741917982133,0.02870977967473705,0.022755690182547236,-0.08633037716556878
122,0.015847352608689344,-0.01262927522922229,0.09265456436381819,0.028878379176320676
123,0.04684663102592058,-0.014229484226591703,0.05668850738506953,0.024910970380971356
