sim_id,year_1
0,0.3400130441540978
1,0.31975427944996887
2,0.27640262933912124
3,0.08617134357782268
4,0.3101946871467882
5,0.23046833214655307
6,0.2723849429441483
7,0.11239773235496053
8,0.21910904649794555
9,0.056999667600075014
10,0.005683677347195281
11,-0.41024474767980984
12,0.06255089963037826
13,0.5746193857681196
14,-0.3468342009386645
15,0.07004406608160774
16,-0.06664940695669395
17,-0.03348926380060616
18,-0.08417891571780703
19,-0.05078018175580146
20,0.14901686786802
21,0.21781015800967046
22,0.14128623717498243
23,0.1900673974285291
24,0.3873237836404128
25,0.2477901823414091
26,-0.025839607220092212
27,0.08872221642612875
28,0.30312930109054054
29,0.19762225597500324
30,0.10981308189934724
31,0.07443711931806851
32,-0.10720510281794955
33,-0.10502185721591453
34,0.09892670391507088
35,-0.030744876890875142
36,0.023224159920207973
37,0.10581675702611819
38,0.2633311473581775
39,0.10221199436568572
40,0.12079119269608964
41,-0.03126694167154654
42,0.21026955100633232
43,-0.06519178307126122
44,0.10912076590162222
45,0.27501372788438055
46,0.23244847910803215
47,0.010747444669999833
48,0.07004406608160774
49,0.15948649245452387
50,0.019828243580542443
51,0.16902824950534565
52,0.2086211161338412
53,-0.03419642558318104
54,0.19799846171187263
55,0.28875087664909865
56,0.27546427786962585
57,0.18668007377330023
58,-0.17611053221229445
59,-0.46653684425022923
60,0.23355982518621926
61,-0.20577899822194573
62,0.1452137764050096
63,0.09562393978438231
64,0.651068744545621
65,0.2243299273245574
66,0.13099896506810524
67,0.07187542666856812
68,0.6145468467126224
69,-0.09945040258569912
70,0.2477901823414091
71,0.11596495767376316
72,-0.04093780864936718
73,0.39656667760254666
74,0.4555579162737879
75,0.21026955100633232
76,-0.25067496534820216
77,0.22503561746781034
78,0.2011047102573123
79,0.04163234839464616
80,-0.0730539224471404
81,0.07008561531728158
82,0.18036848701180638
83,0.17400369564042703
84,-0.0481804193300597
85,0.09510515726720949
86,-0.1161805714536689
87,0.10762942390301436
88,-0.2688525390751869
