sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20,year_21
0,0.052863968380306686,0.042413614625101466,-0.009200394809037693,0.004299657044073789,-0.01473198548039481,0.0033751049213474834,0.011213727722435705,0.05239773835289581,0.01853262344435327,0.010068724907123608,0.022683386114089713,0.016515814760306495,0.13498531885131013,0.12926506844514737,0.15170152090831238,0.08927835889575753,0.026650294369621963,0.05023086249500809,0.021330709658760057,0.02729994973720216,0.019290237091062958
1,-0.05045483875978517,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085,0.050713076916418395,0.02991114106029612,0.07775323221691115,0.06818077459428386,0.09243218492997904,0.059001729166159776,0.047856138232220576,-0.02592957193685902,0.0746436849787944,0.02841273061469006,0.047442303827898546
2,-5.8338600625194406e-05,-0.010248523690522197,-0.15567643467981396,-0.05578242451271492,0.0027414211450370565,0.025628320800981142,-0.08823696391282364,0.002721033292247158,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.017420439501306575,0.02895771913353037,0.06438663738759,0.022578594132397916,0.09140733834896966,0.044948861138336606,0.050512162209031305,-0.029910882190410843,0.09395215948939031
3,-0.10338315238127574,-0.05509488366834008,0.011611238192971548,0.23950488532678857,0.04837086616455555,0.1043825189063411,0.1442516967700536,0.12849048001054955,0.020712984020955096,0.005437065094973533,0.06031989768325848,-0.029910882190410843,0.046143869675719554,0.047856138232220576,-0.02592957193685902,0.0746436849787944,0.12849048001054955,0.020712984020955096,0.005437065094973533,0.05017535607181645,0.04979001272479147
4,0.02344835378555335,0.11196063535886654,0.09036745043547073,0.20817411967213192,0.009591104411358879,0.05631413212158116,0.042268457879275786,0.005827663009140014,0.020169020825399984,0.07150946280620203,0.04824130298852722,0.016537414449602463,-0.09083556275906199,-0.05630009286773721,-0.004303363818687617,-0.000764935061800556,-0.0015810793213288728,-0.1507672778219676,0.05886859575445568,0.254888216607517,0.012076025850456295
5,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668,0.028274969972201847,0.0331860274858787,-0.06097355054458573,-0.022169872968913627,-0.05821588772622714,-0.11916443213939447,0.06461142211478281,0.23535898697636634,-0.013624535480764548,0.22798934083862815,0.16445608965141556,0.025929747822988528,0.036219566792590606
6,-0.011679526504085241,0.007461879601311705,0.0031790701162829277,-0.004489316240323887,-0.008127589068975276,-0.00505393398592306,0.027342220336279893,0.032401305533269247,-0.07383617068359147,-0.11268482126922406,0.014874046400746022,0.009961599505911202,0.0329867735043766,-0.005227979033285708,0.015024797213813964,0.08978943009235238,0.18811433798098445,0.09021814789768995,0.10173028248107555,0.0339515426218907,-0.031032734108641196
7,-0.04962330899281994,0.02692700917244224,-0.019069577522530502,-0.059344447409009064,-0.0976602067509475,-0.0557556817700381,-0.03205603826024159,0.2526262616941449,0.05619929885881941,0.07379625291980775,0.15240257127716805,0.1680627641109319,0.0007639960399501508,0.03846181439477531,0.05090386806201433,0.072670739841771,0.14960067236142724,0.15728314174886657,-0.0007868436390697441,0.026508189548699945,0.06438663738759
8,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085,0.050713076916418395,0.02991114106029612,0.07775323221691115,0.08360971738967124,0.0441216471640192,-0.019269455674365138,0.05607678211970807,0.020127943408622548
9,0.06719771983644916,0.03592628127818669,0.041034435089818105,0.012210156230299331,-0.05196133780222694,0.0028742228637099495,0.07942804085490669,0.03591066926944299,-0.03904979439636809,-0.08752271000182854,0.021403949475942596,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731
10,0.0634970250320656,0.04812106459312323,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348,0.04939081639495947,0.012204001535472821,0.043707444721036194,0.03250377872011051,-0.016846829757837384,-0.02094376794236849,0.013055502677213972,0.03913718739332794,0.0060348711455441165,-0.09190603741494878,-0.07712035945429473,-0.03603910562800098,-0.05685112987281479,-0.1431778791867063,0.15155688308086152
11,-0.09028939417877037,-0.02844027685948375,-0.08772596864057779,-0.042448068992912216,0.057498151475025974,-0.03099676014357284,-0.056746431009554614,-0.002423868950951307,0.01041279437881343,0.046225217964285595,-0.0034178765959546687,-0.02871232318376256,-0.016800826856763127,0.019385155276800098,-0.0028759325671209564,0.07791135487191457,0.02344835378555335,0.013361807653441157,0.031711869931220056,0.015325103577544191,0.02367804367127799
12,0.020907862155915197,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668,0.054775782089034865,0.1585077643839471,0.04331732004592603,0.11178376376371055,0.23686636505316352,0.05075880985350582,0.02759643671691845,-0.005297334717018741,0.054950776773823706,0.06351461633079457
13,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348,0.04939081639495947,0.012204001535472821,0.043707444721036194,0.04349646456222365,-0.011346396815389154,0.00966076592308283,-0.004896598863669388,0.001396149368181709,0.00385394882475879,-0.0035989485344935825,-0.0024272429711673232,0.007020421424277806,0.00043711952401027877,-0.006680494674934709,0.014945083156067693,0.005167882429577925,-0.006905108733557086
14,0.09456087618775416,0.1442680668719345,0.09036745043547073,0.20817411967213192,0.009591104411358879,0.05631413212158116,0.042268457879275786,0.005827663009140014,0.020169020825399984,0.07150946280620203,0.04824130298852722,0.016537414449602463,0.011967390001827817,0.07472554095781088,0.02815498806673793,-0.03457835186186034,0.09907059068764777,0.009525257639794482,0.07623805115305331,-0.04895804795747495,-0.07821917475426834
15,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.017420439501306575,0.03930624981704534,-0.03268418807681166,0.05813555917784697,-0.02996308879641303,-0.020846727225749255,0.10256063737013693,0.011702624363025375,0.0417510739700792,-3.963623685946036e-05,0.030429494047507367,-0.00887580242302415,0.011878759963531013,-0.01970843724354158,-0.001764216062209568,-0.06529203476732443,0.10692926466615334
16,0.09849201751450516,0.01685672166555747,0.025860773477762753,0.01870527823515234,-0.009681890320329786,0.05112307606913304,0.023963976708823272,0.05674287905853458,0.04682409768225949,-0.0011166604408174479,-0.021319727455457294,0.025455493242960484,0.03271750017330179,-0.04677990554653519,-0.06866753903744134,0.010675079839919726,0.04982300929955519,0.021457461599548977,-0.05439192569851582,-0.03603910562800098,-0.1083178855726867
17,-0.0004640594308981007,0.06575677282832645,-0.014169577538660988,-0.017246124246697962,-0.021319727455457294,0.025455493242960484,-0.01650675505206109,0.09376043479837523,0.015178932581916594,0.031711869931220056,0.015325103577544191,0.02367804367127799,0.019082143207103875,-0.05519291734833666,0.041034435089818105,0.012210156230299331,-0.05196133780222694,0.0028742228637099495,0.07942804085490669,0.03591066926944299,-0.03904979439636809
18,-0.011378475219155786,-0.0810228182142374,0.005199332304599804,0.03239325159703908,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,0.005394424926092233,0.033619419513257524,0.09660961896248449,0.03597544998645742,0.024648367639700457,0.03451567945184562,-0.01021194743165507,-0.033074350021090174,0.04800823393719242
19,0.10692926466615334,0.052818503065756854,0.01695484128659917,-0.037715375123555536,-0.05917818288180227,0.008367286199831514,0.07633428797990718,-0.04962330899281994,-0.05073514033788832,-0.081205586329834,-0.07649533509282554,0.004887389884845521,0.24334785007519066,0.03483200682607578,0.09687186759712554,0.15927582686149339,0.13331833453538028,0.005168656270110838,0.01860029890708141,0.06669800285182495,0.033619419513257524
20,-0.009936918659731264,0.029728891762537946,0.04405507131998533,0.036452961892731166,0.063505960378669,0.039632328378430816,-0.0027070038742869756,0.07406778941808727,0.05182666214494851,0.058840435390986504,-0.0051051083419211,-0.01607082458684289,-0.017449686457939966,0.03195651403544279,0.032987146810026395,0.043783032082419,0.03344474957879514,0.0029025417067542396,0.007221085628945011,0.009346032013199956,-0.014727339179581215
