sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10
0,0.052863968380306686,0.042413614625101466,-0.009200394809037693,0.004299657044073789,-0.01473198548039481,0.0033751049213474834,0.011213727722435705,0.05239773835289581,0.01853262344435327,0.010068724907123608
1,-0.05045483875978517,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085
2,-5.8338600625194406e-05,-0.010248523690522197,-0.15567643467981396,-0.05578242451271492,0.0027414211450370565,0.025628320800981142,-0.08823696391282364,0.002721033292247158,-0.005133491311685329,0.04220342435102671
3,-0.10338315238127574,-0.05509488366834008,0.011611238192971548,0.23950488532678857,0.04837086616455555,0.1043825189063411,0.1442516967700536,0.12849048001054955,0.020712984020955096,0.005437065094973533
4,0.02344835378555335,0.11196063535886654,0.09036745043547073,0.20817411967213192,0.009591104411358879,0.05631413212158116,0.042268457879275786,0.005827663009140014,0.020169020825399984,0.07150946280620203
5,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668,0.028274969972201847,0.0331860274858787
6,-0.011679526504085241,0.007461879601311705,0.0031790701162829277,-0.004489316240323887,-0.008127589068975276,-0.00505393398592306,0.027342220336279893,0.032401305533269247,-0.07383617068359147,-0.11268482126922406
7,-0.04962330899281994,0.02692700917244224,-0.019069577522530502,-0.059344447409009064,-0.0976602067509475,-0.0557556817700381,-0.03205603826024159,0.2526262616941449,0.05619929885881941,0.07379625291980775
8,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731
9,0.06719771983644916,0.03592628127818669,0.041034435089818105,0.012210156230299331,-0.05196133780222694,0.0028742228637099495,0.07942804085490669,0.03591066926944299,-0.03904979439636809,-0.08752271000182854
10,0.0634970250320656,0.04812106459312323,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348,0.04939081639495947,0.012204001535472821,0.043707444721036194,0.03250377872011051
11,-0.09028939417877037,-0.02844027685948375,-0.08772596864057779,-0.042448068992912216,0.057498151475025974,-0.03099676014357284,-0.056746431009554614,-0.002423868950951307,0.01041279437881343,0.046225217964285595
12,0.020907862155915197,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574
13,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348,0.04939081639495947,0.012204001535472821,0.043707444721036194,0.04349646456222365,-0.011346396815389154,0.00966076592308283
14,0.09456087618775416,0.1442680668719345,0.09036745043547073,0.20817411967213192,0.009591104411358879,0.05631413212158116,0.042268457879275786,0.005827663009140014,0.020169020825399984,0.07150946280620203
15,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.017420439501306575,0.03930624981704534,-0.03268418807681166,0.05813555917784697,-0.02996308879641303,-0.020846727225749255
16,0.09849201751450516,0.01685672166555747,0.025860773477762753,0.01870527823515234,-0.009681890320329786,0.05112307606913304,0.023963976708823272,0.05674287905853458,0.04682409768225949,-0.0011166604408174479
17,-0.0004640594308981007,0.06575677282832645,-0.014169577538660988,-0.017246124246697962,-0.021319727455457294,0.025455493242960484,-0.01650675505206109,0.09376043479837523,0.015178932581916594,0.031711869931220056
18,-0.011378475219155786,-0.0810228182142374,0.005199332304599804,0.03239325159703908,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471
19,0.10692926466615334,0.052818503065756854,0.01695484128659917,-0.037715375123555536,-0.05917818288180227,0.008367286199831514,0.07633428797990718,-0.04962330899281994,-0.05073514033788832,-0.081205586329834
20,-0.009936918659731264,0.029728891762537946,0.04405507131998533,0.036452961892731166,0.063505960378669,0.039632328378430816,-0.0027070038742869756,0.07406778941808727,0.05182666214494851,0.058840435390986504
21,-0.08889000711334612,0.008442502072560752,-0.03322227229726265,0.06547859457587751,0.012552498632147085,-0.0005763305691675266,-0.039406788034806274,0.06748800444979743,-0.04850554726351195,0.026955011035204188
22,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668
