sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20
0,0.3400130441540978,0.04333727706415184,0.1220174870673977,0.06129942909837034,0.19601231956388124,0.20596975380684593,-0.057684741153323484,0.33793223418606655,0.1081466919612358,0.23315219493351433,0.2759889856284672,0.3334386814242376,-0.2930011245453141,-0.3323103623367577,-0.21119585311806702,0.6359536634803336,-0.20577899822194573,0.20485280725032834,0.5710140729030543,0.36970897769109917
1,0.31975427944996887,0.03981403283697342,0.001220357624790931,-0.07007502669067454,0.4895214773529827,0.0637917868463912,0.21208714275880025,0.4495007379400005,0.2933092651678347,-0.07857167594071549,0.2854839681489928,-0.1286611337248143,0.13799062650487542,-0.08344172811382389,0.2829097843134919,0.036318137954573296,0.2968939267958973,0.07580716838731938,0.08567346237233235,0.1659339689806515
2,0.27640262933912124,0.47201011607596016,-0.28281767262770263,-0.0037568732807429827,-0.006068095610988907,0.22353226918003677,0.31634318939043543,0.1452137764050096,0.07004406608160774,0.05316462727074893,0.5077589261353112,0.27800976640018904,-0.06092265305807112,-0.06466495529106318,0.20689829639105578,-0.18868606439129984,0.1938649078891614,0.11596495767376316,0.23218720665753584,0.05513546681446052
3,0.08617134357782268,0.07831120315928315,-0.036381717160680845,0.1918282357010622,0.2566953352236003,0.09440814158715664,0.25877643221949886,0.36206636083348,0.018964750924899278,0.22176350952506277,0.13444733258050956,0.05513546681446052,0.007537077869408894,0.2968939267958973,0.07580716838731938,0.08567346237233235,0.36206636083348,0.018964750924899278,0.22176350952506277,0.0976938196030565
4,0.3101946871467882,-0.28839440285915124,-0.49163582428543307,0.021414579109772094,1.2345642521917752,-0.2390661515095062,0.7216726934662775,0.37887817736150176,-0.4375915754722766,0.17850557601239259,0.04049002125523098,-0.0759962967737919,-0.07588574258395304,0.2146160329797934,0.30387177201667565,0.3066306355625916,0.5546419203281793,-0.155312575545468,-0.07427673148701162,0.2817765778115769
5,0.23046833214655307,-0.04177403759466122,-0.30418711666720355,0.3528982149432685,0.205696934332813,-0.06894471559741094,-0.21754472327174948,0.11712542482710067,0.13726845392845502,0.10477893452726418,0.154525193891985,0.12234390728662362,0.014770973447222226,0.16841010577103913,-0.17184534665718618,0.5705404810089426,0.0008958314648755303,0.23630351086435855,0.4555579162737879,0.246515426242668
6,0.2723849429441483,0.0383714803928995,-0.0341945571464552,0.1063634492370031,0.1962990495609203,-0.13145164010685437,0.23843065633277077,0.11969849148818573,0.15101489071696825,-0.19871529312115233,0.16387788756728414,0.12461655134544304,0.17041386042389656,0.3147788053031973,0.16449856261676135,-0.06575779966302676,-0.4633805460079044,-0.6296462555508103,1.4739682132208076,0.5105758017641661
7,0.11239773235496053,0.018992549323993312,0.15967623071216216,0.18518734134368978,0.03957451191768845,0.1932733614432001,-0.05430886755852945,0.05310248474394906,0.3607471428065565,0.06233658555976345,0.25202439925764925,0.3540554860126552,0.054753129013971114,0.22470285204137724,0.2032151590447185,-0.04066989987233055,0.31260451285604524,0.31800420099521304,-0.005335817680394406,0.27501372788438055
8,0.21910904649794555,0.1093603113504988,0.29244900495504983,0.07156915212888351,0.03981403283697342,0.001220357624790931,-0.07007502669067454,0.4895214773529827,0.0637917868463912,0.21208714275880025,0.4495007379400005,0.2933092651678347,-0.07857167594071549,0.2854839681489928,-0.1286611337248143,0.13799062650487542,0.049220828979773264,0.2691318726029984,0.10583636003401536,0.0911876490090115
9,0.056999667600075014,-0.22417062275129002,0.3807558613147009,0.17224841861994322,-0.09851033897345973,-0.1994683328230255,0.23980010892210227,0.24982258900136312,-0.11600447725845392,-0.322697042332726,0.20051624388285613,0.21910904649794555,0.1093603113504988,0.29244900495504983,0.07156915212888351,0.03981403283697342,0.001220357624790931,-0.07007502669067454,0.4895214773529827,0.0637917868463912
10,0.005683677347195281,-0.1564723056670849,0.5746193857681196,0.11730632153435483,0.11996356155954901,0.1278373443948156,-0.08747270326604926,-0.4820010422294675,0.6345265610190949,0.008565521413673522,0.22798368323536836,0.14083053914836333,-0.02431958698577717,-0.014774917010754571,0.30790953094728557,0.026633443720634878,-0.021230461205808467,0.06650813331778027,0.0688545810301372,0.06682974592404096
11,-0.41024474767980984,0.10116232101975607,-0.017998435792932244,0.06031076097975645,0.02182100849886886,0.32235892296680474,0.21043433282753074,0.04703410538990216,0.023224159920207973,0.3484169306665826,0.38464041570040863,0.08256728264784874,-0.11495180160911317,0.36064203219538704,0.1673903322242667,-0.09284999744819501,0.3101946871467882,0.293974163890088,-0.1232149241758918,0.2686244753741979
12,0.06255089963037826,0.14128623717498243,0.16458087537784533,0.23046833214655307,-0.04177403759466122,-0.30418711666720355,0.3528982149432685,0.205696934332813,-0.06894471559741094,-0.21754472327174948,0.11712542482710067,0.050783771824840104,0.582480184304969,0.10221712672903488,0.10981308189934724,0.4255352370150269,0.25980627869946177,0.028878761909011532,0.1512351673111633,0.0687471240577064
13,0.5746193857681196,0.11730632153435483,0.11996356155954901,0.1278373443948156,-0.08747270326604926,-0.4820010422294675,0.6345265610190949,0.08491540432011634,-0.025839607220092212,0.12045898537141242,0.286877200722593,0.06552001088711226,-0.01222018030071071,0.05668940185689197,0.14682284055238934,-0.1363443429204539,0.28392816400072096,0.17315845339267563,0.05824213470011352,-0.05307296768324391
14,-0.3468342009386645,-0.2833807162011421,-0.49163582428543307,0.021414579109772094,1.2345642521917752,-0.2390661515095062,0.7216726934662775,0.37887817736150176,-0.4375915754722766,0.17850557601239259,0.04049002125523098,-0.0759962967737919,-0.14145964916430623,0.26295154864488435,0.5642227911150639,-0.12169415188144998,-0.11306592133363663,0.2017013585807754,-0.18049387029567956,0.05969298311436966
15,0.07004406608160774,0.05316462727074893,0.5077589261353112,0.27800976640018904,-0.06092265305807112,-0.07420667902913211,0.4772627981074588,-0.1685498881020765,0.532684865743833,0.11982048966670107,-0.0519861583077886,0.27183294112990597,-0.11338464126334705,0.22044835283863562,0.18175378128055952,0.21507230996456794,-0.11110494277211024,0.3924486791878392,0.2295099569039927,-0.25196316607160346
16,-0.06664940695669395,0.2587212667043487,-0.14639799594510308,0.37363568811000564,0.11716303057832608,0.12569717207255016,0.08359265059376635,0.33876510586308256,0.02582216832870876,0.0103892770571994,-0.04247753767970497,0.111002564726116,0.3020748029980461,-0.03126694167154654,-0.2895737635617525,0.11571104830416722,0.19148059584239505,0.10402791108409856,0.23091537737709414,0.06650813331778027
17,-0.03348926380060616,0.3121144711635626,0.49930541624730584,0.09661674508426206,-0.04247753767970497,0.111002564726116,0.32466681415976595,-0.054898688296048936,0.22432644828488973,-0.1232149241758918,0.2686244753741979,0.15454741133606334,0.11838573542352976,-0.038603364347782866,0.3807558613147009,0.17224841861994322,-0.09851033897345973,-0.1994683328230255,0.23980010892210227,0.24982258900136312
18,-0.08417891571780703,-0.19567178073345584,0.048418260223786674,0.29564432352390774,0.07156915212888351,0.03981403283697342,0.001220357624790931,-0.07007502669067454,0.4895214773529827,0.0637917868463912,0.21208714275880025,0.4495007379400005,0.2513676591937591,-0.19131993763789917,0.25762659116874836,0.0864221186373137,-0.054658024990498495,0.5979804251199937,0.2526440820179429,0.030295772611395898
19,-0.05078018175580146,0.2269836513911627,0.21109509114465294,-0.25122925263422324,-0.31389127431207686,0.39595271167737006,0.2477901823414091,0.11239773235496053,0.14034718129468007,0.07531665293909175,0.14223356297833722,-0.021651786553036286,0.12079119269608964,0.2824571418874076,0.04509906066466046,0.31997096866254743,0.27166200964144344,0.061634111965513244,0.22032608542910156,0.21689918467645036
20,0.14901686786802,0.06131121467129291,0.20880832158794416,0.11021351393836613,0.2811349847358627,0.0014623392565319142,0.04784244341978576,0.0077741013978389175,0.04641076076847641,-0.12295444257606764,0.39770783469686205,0.08172071414989064,0.24383857054727498,0.12692743882989452,-0.09579475570179191,-0.37215607382295773,0.42858710956831947,0.169608015722371,-0.08047575649163148,0.16236333567151778
21,0.21781015800967046,0.10304113458430038,0.07360110385407279,0.15670911251286973,0.45003162645293465,0.16110004426294264,0.045895226796395086,-0.06052322043582949,0.4507323785553294,-0.0691774432698838,0.2709843384910566,-0.11948577717296034,0.22477882403469934,0.15412082330316929,0.1598372675145959,0.0706787807519289,0.10415277268582958,0.2735431170666892,0.06625407688356992,-0.34376971549729113
22,0.14128623717498243,0.16458087537784533,0.23046833214655307,-0.04177403759466122,-0.30418711666720355,0.3528982149432685,0.205696934332813,-0.06894471559741094,-0.21754472327174948,0.11712542482710067,0.13726845392845502,-0.0005781423042138623,0.15967623071216216,0.18518734134368978,0.03957451191768845,0.1932733614432001,-0.05430886755852945,0.05310248474394906,0.3607471428065565,0.06233658555976345
23,0.1900673974285291,0.14118158550631343,0.064420931619945,0.17813747119959616,0.11153480932866984,-0.2919755150128051,0.25194362687045424,0.301061849457883,-0.1161805714536689,-0.04633283163100682,0.2136761375202918,0.07494596567037431,0.25010784662062324,0.3523436055521462,0.16449856261676135,-0.06575779966302676,-0.4633805460079044,-0.6296462555508103,2.322443244981363,0.016820628608099946
24,0.3873237836404128,0.14370153652087095,-0.06519178307126122,0.31264062742987014,-0.10219671826133284,0.20037398764353218,0.20497716776757982,0.11943540754119972,0.5979804251199937,0.2526440820179429,0.030295772611395898,-0.08447673127516102,0.24495845199737368,0.1101646675136064,0.24823346342850847,0.42630163816159206,-0.2131146307468916,0.2653019974929733,0.2102334860700648,-0.023462072827558623
25,0.2477901823414091,0.11239773235496053,0.14034718129468007,0.07531665293909175,0.14223356297833722,-0.021651786553036286,0.12079119269608964,0.2824571418874076,0.04509906066466046,0.31997096866254743,0.27166200964144344,0.061634111965513244,0.22032608542910156,0.21689918467645036,-0.14474699022040785,0.15623469052714475,0.27640262933912124,0.47201011607596016,-0.28281767262770263,-0.0037568732807429827
26,-0.025839607220092212,0.12045898537141242,0.3658137801403437,0.2649233174487815,-0.22582008661066053,0.010747444669999833,-0.04684048839730427,0.3445276958741689,0.2670168397207595,0.11999193592579707,0.025195000573940488,0.2525280799707006,0.20497716776757982,0.17400369564042703,-0.09436305739060516,0.33469231135482114,0.32166518950735806,-0.2270480455207728,-0.10335281001147424,-0.2895737635617525
