sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20,year_21,year_22,year_23,year_24,year_25,year_26,year_27,year_28,year_29,year_30,year_31,year_32,year_33,year_34,year_35,year_36,year_37,year_38,year_39,year_40
0,0.052863968380306686,0.042413614625101466,-0.009200394809037693,0.004299657044073789,-0.01473198548039481,0.0033751049213474834,0.011213727722435705,0.05239773835289581,0.01853262344435327,0.010068724907123608,0.022683386114089713,0.016515814760306495,0.13498531885131013,0.12926506844514737,0.15170152090831238,0.08927835889575753,0.026650294369621963,0.05023086249500809,0.021330709658760057,0.02729994973720216,0.019290237091062958,0.00022826238394464397,0.07698443952173475,0.15261343281996542,0.09511245755734427,0.19460797607474095,-0.008248630740864026,0.06208251319461728,0.04618033823150406,-0.00039668250200649,0.0320296105725281,0.0748770995501764,0.028516291247346292,0.015487793012481365,-0.09096881126589298,-0.05048555245022713,-0.004089574664219004,0.0014569153378469603,0.004961207336632868,-0.15464392607940886
1,-0.05045483875978517,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085,0.050713076916418395,0.02991114106029612,0.07775323221691115,0.06818077459428386,0.09243218492997904,0.059001729166159776,0.047856138232220576,-0.02592957193685902,0.0746436849787944,0.02841273061469006,0.047442303827898546,0.0685423723087051,-0.00311542308986455,0.02744969203863194,0.10401486493516268,0.03510483726889428,0.0183397684187012,-0.0032982567368964053,-0.03826419835710366,0.031453163421733106,0.021294956482008322,0.02037507719925634,0.021294956482008322,-0.005346549189384994,0.08806943722472424,0.039865583625172084,4.96024260326706e-05,0.04310360874963124,-0.03845370595166686,0.07462004907188186
2,-5.8338600625194406e-05,-0.010248523690522197,-0.15567643467981396,-0.05578242451271492,0.0027414211450370565,0.025628320800981142,-0.08823696391282364,0.002721033292247158,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.017420439501306575,0.02895771913353037,0.06438663738759,0.022578594132397916,0.09140733834896966,0.044948861138336606,0.050512162209031305,-0.029910882190410843,0.09395215948939031,-0.01660210278082221,0.004381774557754737,0.01639230386462114,-0.06110037982224164,0.07946234483177844,0.04684663102592058,0.0061949975367046,-0.019068281816173573,-0.0713840292511914,0.0028870675659669913,0.0946013051011754,-0.04511760309730755,-0.05776803244126003,-0.07780113493787241,-0.08523360912573254,0.030474884881794746,0.19476497723196481,0.054359119672220756,0.085384685131117
3,-0.10338315238127574,-0.05509488366834008,0.011611238192971548,0.23950488532678857,0.04837086616455555,0.1043825189063411,0.1442516967700536,0.12849048001054955,0.020712984020955096,0.005437065094973533,0.06031989768325848,-0.029910882190410843,0.046143869675719554,0.047856138232220576,-0.02592957193685902,0.0746436849787944,0.12849048001054955,0.020712984020955096,0.005437065094973533,0.05017535607181645,0.04979001272479147,0.08622357462744075,0.055909746701747885,0.037811335473967846,-0.026074719040020927,0.0927671693931366,0.010791209501792631,0.06260025505551696,0.05214769454175549,-0.01255877680473109,0.06719771983644916,0.06516418858680059,0.023614918901156086,-0.1218280230092854,-0.038618769215352976,0.0017344377427880998,0.0383700697461459,-0.004229448637686191,0.04426037679894457,0.015024797213813964
4,0.02344835378555335,0.11196063535886654,0.09036745043547073,0.20817411967213192,0.009591104411358879,0.05631413212158116,0.042268457879275786,0.005827663009140014,0.020169020825399984,0.07150946280620203,0.04824130298852722,0.016537414449602463,-0.09083556275906199,-0.05630009286773721,-0.004303363818687617,-0.000764935061800556,-0.0015810793213288728,-0.1507672778219676,0.05886859575445568,0.254888216607517,0.012076025850456295,0.09177072063153116,0.08958317699778733,0.05356779014822743,-0.015332311026208764,0.05668850738506953,0.024910970380971356,0.04444616506221233,0.05750007864095875,0.029486966374752895,0.008080301731063687,0.06736312926851827,0.06484997864763854,0.05543686808800729,-0.02775432483880939,0.0035007798920464336,-0.030645721609290747,0.027910536194669523,0.01970623765645272,0.07389696601936942
5,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668,0.028274969972201847,0.0331860274858787,-0.06097355054458573,-0.022169872968913627,-0.05821588772622714,-0.11916443213939447,0.06461142211478281,0.23535898697636634,-0.013624535480764548,0.22798934083862815,0.16445608965141556,0.025929747822988528,0.036219566792590606,0.03942978255274464,0.03223561708346208,0.0562120907260079,0.06356947521674335,0.043498732633943174,0.006171945495862345,0.0313435380150615,-0.012788132184603986,0.023597433850476822,-0.022856495367242196,-0.004517566543534055,-0.07031992292326242,0.12512951565687028,0.04630595254479673,0.0033421825569468046,-0.04227611970469211,-0.050498900630185264,0.010783273399662228,0.04645933327868312
6,-0.011679526504085241,0.007461879601311705,0.0031790701162829277,-0.004489316240323887,-0.008127589068975276,-0.00505393398592306,0.027342220336279893,0.032401305533269247,-0.07383617068359147,-0.11268482126922406,0.014874046400746022,0.009961599505911202,0.0329867735043766,-0.005227979033285708,0.015024797213813964,0.08978943009235238,0.18811433798098445,0.09021814789768995,0.10173028248107555,0.0339515426218907,-0.031032734108641196,0.1319598003866625,-0.012964228954416082,0.01848809379400931,-0.10478409704311777,-0.050209993324580156,0.020283963990658363,-0.0005485705735380322,-0.01938484730921016,-0.1457170726235326,-0.06833406106931146,0.02056614342377341,0.020327262293546484,-0.08889000711334612,0.008442502072560752,-0.03322227229726265,0.06547859457587751,0.012552498632147085,-0.0005763305691675266,-0.039406788034806274
7,-0.04962330899281994,0.02692700917244224,-0.019069577522530502,-0.059344447409009064,-0.0976602067509475,-0.0557556817700381,-0.03205603826024159,0.2526262616941449,0.05619929885881941,0.07379625291980775,0.15240257127716805,0.1680627641109319,0.0007639960399501508,0.03846181439477531,0.05090386806201433,0.072670739841771,0.14960067236142724,0.15728314174886657,-0.0007868436390697441,0.026508189548699945,0.06438663738759,0.022578594132397916,0.09140733834896966,0.044948861138336606,0.050512162209031305,-0.029910882190410843,0.022807142819862326,0.02439044517374037,0.017073106277451525,0.020907862155915197,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842,-0.02068948773455074,-0.08974303515891574,0.017527314762775668
8,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085,0.050713076916418395,0.02991114106029612,0.07775323221691115,0.08360971738967124,0.0441216471640192,-0.019269455674365138,0.05607678211970807,0.020127943408622548,0.0528040198596846,0.06414806547249353,0.010441241355893008,0.0246433542126176,0.08014730302853963,0.0551352858496667,0.020204766968143936,0.006982664079105983,-0.020490841137627124,-0.011513472180371801,0.03614906441302523,0.005747103245119043,0.07395787540543002,0.042413614625101466,-0.009200394809037693,0.004299657044073789,-0.01473198548039481,0.0033751049213474834,0.011213727722435705
9,0.06719771983644916,0.03592628127818669,0.041034435089818105,0.012210156230299331,-0.05196133780222694,0.0028742228637099495,0.07942804085490669,0.03591066926944299,-0.03904979439636809,-0.08752271000182854,0.021403949475942596,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386,0.04721335484869471,0.1864918273196731,0.1912402838473926,-0.007339068801813674,0.032708833873126085,0.050713076916418395,0.01807275388154716,0.07502408584230007,0.06667213500753454,0.06959588102455792,-0.009936918659731264,0.029728891762537946,0.04405507131998533,0.036452961892731166,0.063505960378669,0.039632328378430816,-0.0027070038742869756,0.07406778941808727,0.05182666214494851,0.058840435390986504,-0.0051051083419211
