sim_id,year_1,year_2,year_3,year_4,year_5
0,0.052863968380306686,0.042413614625101466,-0.009200394809037693,0.004299657044073789,-0.01473198548039481
1,-0.05045483875978517,-0.08296368035457874,-0.12481355296141478,0.2341697026224454,0.11449748966614386
2,-5.8338600625194406e-05,-0.010248523690522197,-0.15567643467981396,-0.05578242451271492,0.0027414211450370565
3,-0.10338315238127574,-0.05509488366834008,0.011611238192971548,0.23950488532678857,0.04837086616455555
4,0.02344835378555335,0.11196063535886654,0.09036745043547073,0.20817411967213192,0.009591104411358879
5,0.004842037492388549,-0.03719091389142518,-0.022830988391619886,0.06797811455886198,0.07420012214525842
6,-0.011679526504085241,0.007461879601311705,0.0031790701162829277,-0.004489316240323887,-0.008127589068975276
7,-0.04962330899281994,0.02692700917244224,-0.019069577522530502,-0.059344447409009064,-0.0976602067509475
8,0.06692223099929095,0.005262864003230632,-0.04889617861396572,-0.056947025472608256,-0.08296368035457874
9,0.06719771983644916,0.03592628127818669,0.041034435089818105,0.012210156230299331,-0.05196133780222694
10,0.0634970250320656,0.04812106459312323,0.017461980216704025,-0.027010873579979045,-0.014730314040599294
11,-0.09028939417877037,-0.02844027685948375,-0.08772596864057779,-0.042448068992912216,0.057498151475025974
12,0.020907862155915197,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518
13,0.017461980216704025,-0.027010873579979045,-0.014730314040599294,0.02826162078001348,0.04939081639495947
14,0.09456087618775416,0.1442680668719345,0.09036745043547073,0.20817411967213192,0.009591104411358879
15,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.017420439501306575
16,0.09849201751450516,0.01685672166555747,0.025860773477762753,0.01870527823515234,-0.009681890320329786
17,-0.0004640594308981007,0.06575677282832645,-0.014169577538660988,-0.017246124246697962,-0.021319727455457294
18,-0.011378475219155786,-0.0810228182142374,0.005199332304599804,0.03239325159703908,-0.056947025472608256
19,0.10692926466615334,0.052818503065756854,0.01695484128659917,-0.037715375123555536,-0.05917818288180227
20,-0.009936918659731264,0.029728891762537946,0.04405507131998533,0.036452961892731166,0.063505960378669
21,-0.08889000711334612,0.008442502072560752,-0.03322227229726265,0.06547859457587751,0.012552498632147085
22,-0.028446372447748804,0.012365818491159804,0.004842037492388549,-0.03719091389142518,-0.022830988391619886
23,0.02740464613057831,-0.022181734731348293,0.03302551187024177,-0.033401786587522055,0.0011471072145716112
24,-0.0063949693526819855,-0.02155405246506647,0.07772641030097946,0.031176078979686366,0.03779158738155633
25,0.07633428797990718,-0.04962330899281994,-0.05073514033788832,-0.081205586329834,-0.07649533509282554
26,-0.011346396815389154,0.00966076592308283,-0.015260808365570344,-0.07311732007286383,-0.09889894590370596
27,-0.02942832466642877,0.03845109691278335,0.012275326094953992,0.10652074418392923,0.15471591201636187
28,0.0010835265497321734,0.030169365189279703,0.05954689270225735,0.02699928247404044,0.05454706420919959
29,0.040829540244036434,-0.015009469703147637,-0.0033481605894797144,0.012649918105789538,0.003923268694962706
30,0.11178376376371055,0.23686636505316352,0.05075880985350582,0.02759643671691845,-0.005297334717018741
31,0.05102624206575158,0.020933622671211866,0.04590908523343384,0.05961348252391238,0.031214668156433666
32,-0.12253989570409915,-0.07290450683104488,0.058365230668770134,-0.013287997462302109,-0.05387380003170251
33,-0.09492778842213713,0.014249098444838066,0.013552328782214544,0.016249939377331123,0.019290237091062958
34,0.04028733948383551,-0.045389581123573476,-0.043472820294300434,-0.03166469678688542,-0.1329047130515534
35,0.04237123697766942,0.034037086276389676,-0.049407531129056194,-0.1434132833015306,-0.009326092852967406
36,0.01041279437881343,0.046225217964285595,-0.0034178765959546687,-0.02871232318376256,-0.016800826856763127
37,-0.04056938058421847,-0.005637525045480252,-0.025838511639785726,0.11886890957762948,0.005320447429078421
38,-0.013754734367317636,-0.007547991372525836,-0.004042477083777581,0.020435228983264355,0.006297766455834597
39,-0.0162462464960763,0.06081204173790412,0.0012446836373436378,-0.007829901167596347,-0.02712704838623795
40,0.24334785007519066,0.03483200682607578,0.09687186759712554,0.15927582686149339,0.13331833453538028
41,-0.04677990554653519,-0.06866753903744134,0.010675079839919726,0.04982300929955519,-0.009062060943608743
42,0.04490965294620502,-0.04938033602649569,-0.05318883424782888,0.008718766633751039,0.024648367639700457
43,0.07772641030097946,0.031176078979686366,0.03779158738155633,0.00851847444375363,0.021435570978467603
44,0.05750007864095875,0.029486966374752895,0.008080301731063687,0.06736312926851827,0.04490472173897989
45,0.026508189548699945,0.06438663738759,0.022578594132397916,0.09140733834896966,0.044948861138336606
46,0.04154225173810074,-0.06581065085683803,-0.03651943588496546,0.008475104952900851,0.02765786528493706
47,-0.07716690882936779,0.05481731158778569,-0.005529137560678465,-0.06566738679306296,-0.020389869958670415
48,-0.005133491311685329,0.04220342435102671,0.00888128311780124,-0.003576996288077466,-0.04388965059227629
49,0.0049317270532911505,0.007477942352647772,0.006612771198706547,-0.010420765207966178,0.021515981298733042
50,0.003923268694962706,-0.013534918400980867,-0.026853141604926915,0.03177406639494155,0.03764176433914727
51,0.00906408850801866,-0.017449686457939966,0.03195651403544279,0.032987146810026395,0.043783032082419
52,0.1784795106950509,0.17095955027704018,-0.011320186630305316,0.05327822497532394,0.0462263520970877
53,0.023597433850476822,-0.022856495367242196,-0.004517566543534055,-0.07031992292326242,0.12512951565687028
54,-0.045389581123573476,-0.05750531694245116,0.017527314762775668,0.028274969972201847,0.0331860274858787
55,0.04248574632216505,0.02403911798411785,-0.0006670782883442124,0.03209308509343252,0.032037542390131735
