sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20,year_21
1,-0.10490532092805971,0.25922130017950806,-0.0397619348391659,0.03778122762542169,0.06229472166307004,-0.02380444685985239,-0.09851301467013807,0.16463692476131508,0.1228323537823861,-0.16306896638530322,0.44501691316176384,0.21288171045225446,-0.026095638767601792,0.20271220925962186,0.010754363871549932,0.06427352592587887,0.1855220567060789,-0.08570029175032479,0.1538843014239848,0.2810375459112404,0.26862273795004077
2,0.03245378912598618,0.2028223533180442,-0.1271058745975001,0.0511764482811321,0.13551291844586366,-0.0957390838786063,0.06143915000444422,0.33514776537902025,0.4955682682331457,0.1837944212248117,0.19152787937725124,-0.0504731924103774,-0.08019382680544129,-0.10359332059021675,0.14886723903300036,0.17997860060878046,-0.01356965141124411,-0.082444052927653,0.10816981208715504,0.11598639234017138,0.05483769906178959
3,0.2602219500694627,0.05992035432086684,0.06353560810608938,-0.0682989125145248,0.09118746427131419,0.27262141071963875,0.08086893886504964,0.08221098223177803,0.13323245217539248,0.11097768484044024,0.14722049174482943,0.14816333204539922,0.16012812531864418,-0.03049264401803886,0.11416353458428397,-0.1250102458227501,0.10947114004681957,-0.08627554111240732,0.06284429067916819,0.13906108766226355,0.017464320980054904
4,0.08590093307211677,-0.129191392687653,-0.038126054449444835,0.1704775022049403,-0.0737631106983454,0.16486762437368085,-0.1008646628764216,-0.04422960950673449,-0.0667843922817678,0.07348192769448203,0.14781910067950066,-0.06326756878087225,0.04807270866851532,0.3178318897137917,0.030136402310326105,-0.03305000930296509,0.12647753140765228,0.04247516973225207,-0.01893320466265702,-0.1461976680136211,0.18996911610424916
5,-0.002518003026430682,0.07261518181254378,-0.06300995866507408,0.2653107466127558,0.17936937028004984,0.21479002201179664,0.057573175894896966,0.13817448890283113,0.200943031812143,0.22130772382041042,0.11591276178029086,0.06410929331015014,0.024644870542478436,-0.024765950483735977,-0.05125557007309245,0.12268641878546926,0.03971000029961047,-0.16762630770686682,0.051569229359886615,0.22765582922663796,0.03567481657211258
6,-0.1524230633408996,0.055704772988580675,0.18493955439095733,0.10037807113764008,0.015757404721515433,0.35626241169580464,0.36519055190849103,0.05918529245584159,0.18923182188586485,0.12732411802727617,0.18440820923908863,0.2899010147775245,0.1902503078759865,0.08452117775319268,-0.012911144064307378,-0.032567509397991024,0.06903529902942052,0.24245521861894992,0.11423286030115554,0.07975935196735784,0.108129527451025
7,0.07738773091971685,0.149697723976852,-0.07004224684362492,-0.16544485269844955,0.016134724985400473,-0.07312111562508872,0.3166920030487028,0.051138054612238415,0.03861187408635347,-0.1178080024620981,0.11162724263408896,-0.00915656206516946,0.23673077648542162,0.19343424490505035,-0.028135419566489017,0.12993599316331483,-0.2409949478238741,-0.015390053310096574,0.25642468287516995,0.18572739247608827,0.09665900836920538
8,0.06852541971859694,-0.10441515022307868,-0.09761653624981725,0.1033745626018614,0.34144311752051215,-0.1859251879697904,0.16162280549732122,0.15760354511733765,0.2101523345088523,-0.0395893511018216,0.002820070933867491,0.07874883141245381,-0.058705365020175204,-0.08251563577462073,-0.04130905682693753,0.06289522605210007,0.12468700094012264,0.06916353015174548,0.0830835410668942,-0.01671569480562185,-0.02131591868225513
9,0.23654239973207547,0.06506795181378044,0.06134126971158382,0.2078842623388184,0.25519911186275834,0.260672150788118,0.1292439202152802,0.06567531508840307,0.11264863145196835,0.09721134606071402,0.2807937854759994,0.11303435912711035,0.16308681782495404,0.06871635538326726,0.27650207716016806,-0.17362496328324906,0.1256094845006599,0.18049591247847285,-0.07430362143998281,0.4092947255420687,0.05223416750985632
10,0.05077936001130712,-0.06488820908074389,0.19901658154311974,0.10352252801351547,-0.005119220494670063,0.10377417563648961,0.17016548430865974,0.25145338666545136,0.10234480177024219,-0.05117660328459095,-0.0006889537534348067,-0.1990007196097876,-0.02271252732044926,0.1776625401858427,0.13785626550595698,0.05791473748763831,0.02699554251073888,0.3115842947102021,0.11164914970065665,0.20383511716182556,0.12769315335177422
11,-0.014898717224082647,0.3067352624566473,-0.08354623192173005,-0.07864883574559878,0.01561872977703982,-0.022411844409695347,-0.0007982314317305228,-0.006174895646362977,0.21570852497797777,0.07991542052597334,0.12152822878942104,-0.12337162980303573,-0.03686608957060311,0.23089361680628806,-0.07954391199157362,0.245669857703251,-0.059077557843687845,0.1140485560309441,-0.03677907127315383,0.09962672154006058,-0.04328908154507671
