sim_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20,year_21,year_22,year_23,year_24,year_25,year_26,year_27,year_28,year_29,year_30,year_31,year_32,year_33,year_34,year_35,year_36,year_37,year_38,year_39
1,-0.10490532092805971,0.25922130017950806,-0.0397619348391659,0.03778122762542169,0.06229472166307004,-0.02380444685985239,-0.09851301467013807,0.16463692476131508,0.1228323537823861,-0.16306896638530322,0.44501691316176384,0.21288171045225446,-0.026095638767601792,0.20271220925962186,0.010754363871549932,0.06427352592587887,0.1855220567060789,-0.08570029175032479,0.1538843014239848,0.2810375459112404,0.26862273795004077,0.03245378912598618,0.2028223533180442,-0.1271058745975001,0.0511764482811321,0.13551291844586366,-0.0957390838786063,0.06143915000444422,0.33514776537902025,0.4955682682331457,0.1837944212248117,0.19152787937725124,-0.0504731924103774,-0.08019382680544129,-0.10359332059021675,0.14886723903300036,0.17997860060878046,-0.01356965141124411,-0.082444052927653
2,0.10816981208715504,0.11598639234017138,0.05483769906178959,0.2602219500694627,0.05992035432086684,0.06353560810608938,-0.0682989125145248,0.09118746427131419,0.27262141071963875,0.08086893886504964,0.08221098223177803,0.13323245217539248,0.11097768484044024,0.14722049174482943,0.14816333204539922,0.16012812531864418,-0.03049264401803886,0.11416353458428397,-0.1250102458227501,0.10947114004681957,-0.08627554111240732,0.06284429067916819,0.13906108766226355,0.017464320980054904,0.08590093307211677,-0.129191392687653,-0.038126054449444835,0.1704775022049403,-0.0737631106983454,0.16486762437368085,-0.1008646628764216,-0.04422960950673449,-0.0667843922817678,0.07348192769448203,0.14781910067950066,-0.06326756878087225,0.04807270866851532,0.3178318897137917,0.030136402310326105
3,-0.03305000930296509,0.12647753140765228,0.04247516973225207,-0.01893320466265702,-0.1461976680136211,0.18996911610424916,-0.002518003026430682,0.07261518181254378,-0.06300995866507408,0.2653107466127558,0.17936937028004984,0.21479002201179664,0.057573175894896966,0.13817448890283113,0.200943031812143,0.22130772382041042,0.11591276178029086,0.06410929331015014,0.024644870542478436,-0.024765950483735977,-0.05125557007309245,0.12268641878546926,0.03971000029961047,-0.16762630770686682,0.051569229359886615,0.22765582922663796,0.03567481657211258,-0.1524230633408996,0.055704772988580675,0.18493955439095733,0.10037807113764008,0.015757404721515433,0.35626241169580464,0.36519055190849103,0.05918529245584159,0.18923182188586485,0.12732411802727617,0.18440820923908863,0.2899010147775245
4,0.1902503078759865,0.08452117775319268,-0.012911144064307378,-0.032567509397991024,0.06903529902942052,0.24245521861894992,0.11423286030115554,0.07975935196735784,0.108129527451025,0.07738773091971685,0.149697723976852,-0.07004224684362492,-0.16544485269844955,0.016134724985400473,-0.07312111562508872,0.3166920030487028,0.051138054612238415,0.03861187408635347,-0.1178080024620981,0.11162724263408896,-0.00915656206516946,0.23673077648542162,0.19343424490505035,-0.028135419566489017,0.12993599316331483,-0.2409949478238741,-0.015390053310096574,0.25642468287516995,0.18572739247608827,0.09665900836920538,0.06852541971859694,-0.10441515022307868,-0.09761653624981725,0.1033745626018614,0.34144311752051215,-0.1859251879697904,0.16162280549732122,0.15760354511733765,0.2101523345088523
5,-0.0395893511018216,0.002820070933867491,0.07874883141245381,-0.058705365020175204,-0.08251563577462073,-0.04130905682693753,0.06289522605210007,0.12468700094012264,0.06916353015174548,0.0830835410668942,-0.01671569480562185,-0.02131591868225513,0.23654239973207547,0.06506795181378044,0.06134126971158382,0.2078842623388184,0.25519911186275834,0.260672150788118,0.1292439202152802,0.06567531508840307,0.11264863145196835,0.09721134606071402,0.2807937854759994,0.11303435912711035,0.16308681782495404,0.06871635538326726,0.27650207716016806,-0.17362496328324906,0.1256094845006599,0.18049591247847285,-0.07430362143998281,0.4092947255420687,0.05223416750985632,0.05077936001130712,-0.06488820908074389,0.19901658154311974,0.10352252801351547,-0.005119220494670063,0.10377417563648961
6,0.17016548430865974,0.25145338666545136,0.10234480177024219,-0.05117660328459095,-0.0006889537534348067,-0.1990007196097876,-0.02271252732044926,0.1776625401858427,0.13785626550595698,0.05791473748763831,0.02699554251073888,0.3115842947102021,0.11164914970065665,0.20383511716182556,0.12769315335177422,-0.014898717224082647,0.3067352624566473,-0.08354623192173005,-0.07864883574559878,0.01561872977703982,-0.022411844409695347,-0.0007982314317305228,-0.006174895646362977,0.21570852497797777,0.07991542052597334,0.12152822878942104,-0.12337162980303573,-0.03686608957060311,0.23089361680628806,-0.07954391199157362,0.245669857703251,-0.059077557843687845,0.1140485560309441,-0.03677907127315383,0.09962672154006058,-0.04328908154507671,0.03811971509201939,0.3263271307153366,0.022592178437106814
7,0.3891234505579815,0.011802342937290655,-0.07625825832141242,0.08277984775269176,0.018222278667743508,0.3405494427659115,0.19642414591325075,0.24610389014288292,0.16209232842583243,0.46787625709402114,0.18634413109693315,0.14738084125521644,-0.03471667707169668,-0.04446280323621987,0.0978985719675518,0.217394291873515,0.2359671711995559,-0.04866409725524656,0.14738868464737664,0.099169551618989,-0.06948722616667846,0.14454180760390467,-0.19616553371835366,0.10895903648392014,0.4679352384127695,-0.05778841830146386,0.07506549155538367,-0.15681724765073057,-0.02555306032382687,0.1806169170597831,-0.06048610902152529,0.06785206587362502,0.025206059465891162,0.022182040023328353,0.09879308659033237,0.14055881320594676,0.25388158109818004,0.19218441721646662,-0.001746076316690215
8,0.28359712914167523,0.25675338190792796,-0.120134662329762,0.1670562343054378,0.19106824202236994,0.2125462552312014,0.1496887607961821,-0.09039266685481262,0.03666666890617787,-0.17544895831575047,0.051216059252085167,0.3877388739943468,0.16948034713089766,0.19267401179690924,0.004798494154578226,-0.05729186289783528,-0.06379836561874486,0.08951964616398866,-0.031476969688986944,-0.010919682506388972,0.2402970981992516,-0.1292449264382889,-0.09233367802556114,0.005198697841442446,0.05899216461576273,0.05501252721331151,-0.10181708729834782,0.0992342352068547,0.05504120550797764,0.12189457944961135,-0.06529548355830905,0.10639533260231793,0.10301158175331149,-0.013779112393864978,0.04315109975937359,-0.0006116874136646855,0.27412591734036407,-0.2783321557871883,-0.10761203761731264
9,-0.13639064263784628,0.02222208227204603,-0.016038715104734202,0.01793062382618582,0.1750545895962623,-0.12831745353401558,-0.036712235681203964,0.04254651517996488,-0.07935588286871709,0.12410643017902823,0.11841182372528047,-0.020023531721661714,-0.14352539347020066,0.31430256038414006,0.13863417759705587,0.1318079720461518,0.08239597701486456,0.07150792838703057,0.19189754224958122,0.07038468048522395,-0.010074018664647855,0.17363606296559397,0.08067007297717166,-0.027713164614391994,-0.04409081469169451,0.24360680205140772,0.16200042022956285,0.3783551384913213,0.0031196460591405017,-0.024133665689443973,0.12895689267013566,0.27785727380074365,0.15695037359890773,0.13316028341244412,0.36294457013134207,-0.024115118924703083,-0.08468730190662932,-0.024267225028638317,0.03020639167722594
10,0.12458672980745766,0.22114502624642007,0.1292034072555308,0.3014263381871307,-0.03448489480055583,0.36615185628411706,-0.03258407302123534,0.2444373524986725,-0.047919850197402636,0.12029821117984807,0.07946343484434504,0.14537268711047013,0.17990148185066657,0.04385825091681572,0.0634447390911963,0.105576798337782,-0.09129614892355553,-0.022607558895234914,-0.12741889212621293,0.07322358399201989,0.4222127508511164,0.1783866667613614,-0.03912367537673045,-0.019679731754003504,0.21402239893134567,0.009797694588685957,-0.1256523532111995,-0.05815096293527966,-0.06189234512443642,-0.057969508878517706,0.16864593036539133,0.08218188250290459,-0.11224298978873148,0.0014468275692716137,-0.07185450037623176,-0.08008077008050807,-0.1142740735719584,0.33895516052093133,0.03145368394401937
